chrom	start	end	sample	hap_index	S*_start	S*_end	post_null	post_src1	post_src2
21	26000000	26050000	NA06989	1	26007371	26025951	0.99999903	3.6e-07	6e-07
21	26290000	26340000	NA06989	2	26305530	26316389	0.99999929	1.9e-07	5.2e-07
21	26420000	26470000	NA06989	2	26436832	26454899	0.99999657	9.9e-07	2.44e-06
21	26480000	26530000	NA06989	1	26512463	26529854	0.99999863	5.9e-07	7.8e-07
21	27250000	27300000	NA06989	2	27272159	27291061	0.99999727	7.1e-07	2.02e-06
21	27260000	27310000	NA06989	2	27272159	27291061	0.99999727	7.1e-07	2.02e-06
21	27270000	27320000	NA06989	2	27272159	27291061	0.99999727	7.1e-07	2.02e-06
21	27680000	27730000	NA06989	2	27713263	27725702	0.99999724	6.4e-07	2.12e-06
21	27810000	27860000	NA06989	1	27847264	27858453	0.99999768	6.5e-07	1.67e-06
21	27860000	27910000	NA06989	1	27862636	27873895	0.99999372	2.26e-06	4.02e-06
21	29650000	29700000	NA06989	1	29666162	29686085	0.99999177	2.79e-06	5.44e-06
21	29810000	29860000	NA06989	1	29823440	29842173	0.9999744	6.01e-06	1.959e-05
21	29820000	29870000	NA06989	1	29823440	29842173	0.9999744	6.01e-06	1.959e-05
21	29830000	29880000	NA06989	1	29831592	29842173	0.99999504	1.26e-06	3.7e-06
21	30710000	30760000	NA06989	1	30736145	30755035	0.99999634	1.25e-06	2.41e-06
21	30710000	30760000	NA06989	2	30736145	30755035	0.99999619	1.35e-06	2.46e-06
21	30720000	30770000	NA06989	1	30736145	30755035	0.99999634	1.25e-06	2.41e-06
21	30720000	30770000	NA06989	2	30736145	30755035	0.99999619	1.35e-06	2.46e-06
21	30730000	30780000	NA06989	1	30736145	30755035	0.99999634	1.25e-06	2.41e-06
21	30730000	30780000	NA06989	2	30736145	30755035	0.99999619	1.35e-06	2.46e-06
21	31110000	31160000	NA06989	2	31138788	31153686	0.99999407	1.36e-06	4.57e-06
21	31170000	31220000	NA06989	1	31200101	31210169	0.99996734	1.57e-05	1.695e-05
21	31170000	31220000	NA06989	2	31177323	31195150	0.99999712	7.5e-07	2.13e-06
21	31180000	31230000	NA06989	1	31200101	31210169	0.99996734	1.57e-05	1.695e-05
21	31340000	31390000	NA06989	1	31370611	31384543	0.99999951	1.3e-07	3.6e-07
21	32270000	32320000	NA06989	1	32306980	32317665	0.99999829	6.1e-07	1.1e-06
21	32840000	32890000	NA06989	2	32841153	32851315	0.99999877	4.4e-07	7.8e-07
21	32910000	32960000	NA06989	1	32931595	32953202	0.99999937	2e-07	4.3e-07
21	33430000	33480000	NA06989	1	33434367	33450992	0.99999355	1.25e-06	5.19e-06
21	33480000	33530000	NA06989	2	33499683	33515204	0.99999903	3.4e-07	6.3e-07
21	33490000	33540000	NA06989	2	33499683	33515204	0.99999903	3.4e-07	6.3e-07
21	33850000	33900000	NA06989	1	33857265	33880018	0.99998658	4.75e-06	8.67e-06
21	34480000	34530000	NA06989	2	34480248	34499575	0.99999759	7.8e-07	1.63e-06
21	34600000	34650000	NA06989	1	34625563	34645434	0.99999956	1.2e-07	3.2e-07
21	34610000	34660000	NA06989	1	34625563	34645434	0.99999956	1.2e-07	3.2e-07
21	34620000	34670000	NA06989	1	34625563	34645434	0.99999956	1.2e-07	3.2e-07
21	34800000	34850000	NA06989	1	34834957	34845708	0.9999995	1.3e-07	3.7e-07
21	34810000	34860000	NA06989	1	34834957	34845708	0.9999995	1.3e-07	3.7e-07
21	34820000	34870000	NA06989	1	34834727	34845708	0.9999995	1.3e-07	3.7e-07
21	34820000	34870000	NA06989	2	34834727	34845708	0.99999948	1.3e-07	3.8e-07
21	34830000	34880000	NA06989	1	34834727	34845708	0.9999995	1.3e-07	3.7e-07
21	34830000	34880000	NA06989	2	34834727	34845708	0.99999948	1.3e-07	3.8e-07
21	35190000	35240000	NA06989	1	35214496	35230437	0.9999989	3.5e-07	7.5e-07
21	35570000	35620000	NA06989	2	35579239	35601981	0.99999831	4.8e-07	1.21e-06
21	35690000	35740000	NA06989	2	35712696	35725238	0.99999343	2.41e-06	4.16e-06
21	35700000	35750000	NA06989	2	35712696	35725238	0.99999343	2.41e-06	4.16e-06
21	35910000	35960000	NA06989	1	35943159	35959909	0.99999437	8.9e-07	4.74e-06
21	36000000	36050000	NA06989	2	36001276	36012207	0.99999711	7.7e-07	2.12e-06
21	36200000	36250000	NA06989	2	36205452	36224963	0.9999987	4e-07	9.1e-07
21	36830000	36880000	NA06989	1	36851943	36874920	0.99996818	1.351e-05	1.831e-05
21	36870000	36920000	NA06989	1	36874920	36893407	0.99987606	1.499e-05	0.00010895
21	37020000	37070000	NA06989	1	37025243	37043654	0.99988985	6.576e-05	4.439e-05
21	37550000	37600000	NA06989	1	37582248	37596647	0.99999504	2.14e-06	2.82e-06
21	37560000	37610000	NA06989	1	37582248	37596647	0.99999504	2.14e-06	2.82e-06
21	37570000	37620000	NA06989	1	37582248	37596647	0.99999504	2.14e-06	2.82e-06
21	38030000	38080000	NA06989	1	38041859	38056548	0.99999928	2.5e-07	4.8e-07
21	38040000	38090000	NA06989	1	38041859	38056548	0.99999928	2.5e-07	4.8e-07
21	38120000	38170000	NA06989	1	38155169	38169243	0.99999882	3.2e-07	8.6e-07
21	38400000	38450000	NA06989	1	38403740	38414049	0.99999891	3e-07	7.9e-07
21	39180000	39230000	NA06989	1	39205460	39222120	0.99999654	5.5e-07	2.92e-06
21	39190000	39240000	NA06989	1	39205460	39222120	0.99999654	5.5e-07	2.92e-06
21	39750000	39800000	NA06989	2	39788503	39799014	0.9999916	2.02e-06	6.37e-06
21	39840000	39890000	NA06989	1	39861864	39887793	0.9999617	1.275e-05	2.555e-05
21	39890000	39940000	NA06989	2	39893041	39908935	0.99999581	1.37e-06	2.82e-06
21	39910000	39960000	NA06989	2	39943278	39959314	0.99999099	2.74e-06	6.27e-06
21	39920000	39970000	NA06989	2	39943278	39960483	0.99999531	1.37e-06	3.32e-06
21	39930000	39980000	NA06989	1	39945579	39959548	0.99999783	7.8e-07	1.39e-06
21	39940000	39990000	NA06989	1	39945579	39959548	0.99999783	7.8e-07	1.39e-06
21	40140000	40190000	NA06989	2	40170210	40185975	0.99995217	1.326e-05	3.457e-05
21	40360000	40410000	NA06989	1	40361732	40380249	0.99999832	3.6e-07	1.31e-06
21	40980000	41030000	NA06989	2	40980238	40998733	0.99999456	1.12e-06	4.32e-06
21	41950000	42000000	NA06989	1	41961286	41975489	0.99996622	2.11e-06	3.166e-05
21	42110000	42160000	NA06989	1	42147585	42158559	0.99999884	4.1e-07	7.6e-07
21	42140000	42190000	NA06989	2	42174454	42186223	0.99999787	6.2e-07	1.51e-06
21	42150000	42200000	NA06989	2	42174454	42186223	0.99999787	6.2e-07	1.51e-06
21	42720000	42770000	NA06989	1	42757620	42769063	0.99999928	2.2e-07	5e-07
21	42730000	42780000	NA06989	1	42757620	42771434	0.99999936	1.8e-07	4.6e-07
21	42730000	42780000	NA06989	2	42733636	42754383	0.99999308	1.7e-06	5.22e-06
21	42740000	42790000	NA06989	2	42740488	42754383	0.99999628	1.01e-06	2.71e-06
21	42760000	42810000	NA06989	1	42761079	42782631	0.99999404	3.57e-06	2.4e-06
21	42910000	42960000	NA06989	2	42937302	42951740	0.99999507	1.64e-06	3.29e-06
21	42920000	42970000	NA06989	2	42937302	42951740	0.99999507	1.64e-06	3.29e-06
21	42930000	42980000	NA06989	2	42937302	42951740	0.99999507	1.64e-06	3.29e-06
21	43360000	43410000	NA06989	2	43391807	43407668	0.99999886	3.9e-07	7.5e-07
21	43370000	43420000	NA06989	2	43391807	43407668	0.99999886	3.9e-07	7.5e-07
21	43460000	43510000	NA06989	2	43489934	43502866	0.99999796	4.4e-07	1.6e-06
21	43530000	43580000	NA06989	1	43562393	43578382	0.99999868	2.9e-07	1.02e-06
21	43540000	43590000	NA06989	1	43562393	43578382	0.99999868	2.9e-07	1.02e-06
21	43550000	43600000	NA06989	1	43562393	43578382	0.99999868	2.9e-07	1.02e-06
21	43560000	43610000	NA06989	1	43562393	43578382	0.99999868	2.9e-07	1.02e-06
21	43630000	43680000	NA06989	1	43634805	43655343	0.99993313	1.089e-05	5.598e-05
21	43720000	43770000	NA06989	1	43752101	43769582	0.99999778	8.2e-07	1.4e-06
21	43740000	43790000	NA06989	2	43760483	43776976	0.99999855	2.4e-07	1.21e-06
21	43770000	43820000	NA06989	2	43776976	43796854	0.99999924	2e-07	5.6e-07
21	44180000	44230000	NA06989	1	44202337	44214203	0.99999897	2.9e-07	7.4e-07
21	44200000	44250000	NA06989	1	44202337	44214203	0.99999897	2.9e-07	7.4e-07
21	44320000	44370000	NA06989	1	44325381	44343375	0.99999702	7.8e-07	2.2e-06
21	44350000	44400000	NA06989	1	44376533	44392678	0.99999848	2.3e-07	1.29e-06
21	44360000	44410000	NA06989	1	44376533	44392678	0.99999848	2.3e-07	1.29e-06
21	44430000	44480000	NA06989	1	44463406	44475162	0.99999836	3.8e-07	1.26e-06
21	44510000	44560000	NA06989	1	44537233	44559195	0.99999394	1.05e-06	5.02e-06
21	44600000	44650000	NA06989	1	44614253	44632129	0.99999	3.05e-06	6.96e-06
21	44610000	44660000	NA06989	1	44614253	44632129	0.99999	3.05e-06	6.96e-06
21	44620000	44670000	NA06989	1	44620141	44632129	0.99998947	2.78e-06	7.75e-06
21	45490000	45540000	NA06989	1	45527291	45539426	0.99999492	7.8e-07	4.31e-06
21	47430000	47480000	NA06989	2	47433988	47447415	0.9999991	2.4e-07	6.6e-07
21	47470000	47520000	NA06989	2	47495053	47516905	0.99999924	1.8e-07	5.8e-07
21	47480000	47530000	NA06989	2	47495053	47516905	0.99999924	1.8e-07	5.8e-07
21	47770000	47820000	NA06989	1	47789528	47806688	0.99999801	3.8e-07	1.61e-06
21	47830000	47880000	NA06989	1	47849205	47860764	0.99999941	1.6e-07	4.3e-07
21	15170000	15220000	NA06994	2	15204549	15216243	0.99999934	2.2e-07	4.3e-07
21	15700000	15750000	NA06994	1	15703031	15726002	0.99999906	2.8e-07	6.6e-07
21	16030000	16080000	NA06994	2	16034126	16056025	0.99999901	3.7e-07	6.2e-07
21	16040000	16090000	NA06994	2	16044788	16056025	0.99999934	2e-07	4.7e-07
21	16060000	16110000	NA06994	2	16093071	16105202	0.99999894	3.6e-07	7e-07
21	16070000	16120000	NA06994	2	16093071	16105202	0.99999894	3.6e-07	7e-07
21	16180000	16230000	NA06994	1	16206622	16225451	0.99999896	3e-07	7.4e-07
21	16210000	16260000	NA06994	1	16221991	16233006	0.99999862	3.6e-07	1.02e-06
21	16210000	16260000	NA06994	2	16242551	16257313	0.99999715	1.44e-06	1.41e-06
21	16220000	16270000	NA06994	1	16221991	16233006	0.99999862	3.6e-07	1.02e-06
21	17660000	17710000	NA06994	1	17661276	17676254	0.99999923	2e-07	5.6e-07
21	17710000	17760000	NA06994	1	17744181	17756809	0.99999742	4.6e-07	2.12e-06
21	17710000	17760000	NA06994	2	17739886	17756023	0.99999738	3e-07	2.31e-06
21	17720000	17770000	NA06994	2	17739886	17756023	0.99999738	3e-07	2.31e-06
21	17760000	17810000	NA06994	1	17760627	17775267	0.9999994	1.8e-07	4.2e-07
21	18090000	18140000	NA06994	2	18115313	18130366	0.9999976	8.1e-07	1.59e-06
21	18100000	18150000	NA06994	2	18115313	18130366	0.9999976	8.1e-07	1.59e-06
21	18110000	18160000	NA06994	2	18115313	18130366	0.9999976	8.1e-07	1.59e-06
21	18430000	18480000	NA06994	1	18433768	18454453	0.99999694	8.4e-07	2.22e-06
21	18810000	18860000	NA06994	1	18812061	18828649	0.99999929	2.6e-07	4.5e-07
21	19180000	19230000	NA06994	1	19192772	19207708	0.99999812	5.3e-07	1.35e-06
21	19190000	19240000	NA06994	2	19219190	19236572	0.99999791	6.5e-07	1.45e-06
21	19640000	19690000	NA06994	1	19673972	19687790	0.9999985	4.4e-07	1.06e-06
21	19650000	19700000	NA06994	1	19673972	19687790	0.9999985	4.4e-07	1.06e-06
21	19660000	19710000	NA06994	2	19665104	19681661	0.99999529	6.5e-07	4.06e-06
21	19710000	19760000	NA06994	2	19742398	19758583	0.99999119	1.65e-06	7.16e-06
21	19740000	19790000	NA06994	1	19770734	19786811	0.99999216	2.18e-06	5.66e-06
21	20090000	20140000	NA06994	2	20106101	20118575	0.99999816	4e-07	1.44e-06
21	20100000	20150000	NA06994	2	20106101	20118575	0.99999816	4e-07	1.44e-06
21	20230000	20280000	NA06994	1	20250497	20275449	0.99999844	5.2e-07	1.04e-06
21	20360000	20410000	NA06994	1	20377666	20388945	0.99999362	1.52e-06	4.86e-06
21	20390000	20440000	NA06994	2	20393684	20406637	0.99999887	2.4e-07	8.9e-07
21	20780000	20830000	NA06994	1	20809396	20827898	0.99999741	6.3e-07	1.96e-06
21	20780000	20830000	NA06994	2	20781514	20802975	0.99998933	3.7e-06	6.97e-06
21	20830000	20880000	NA06994	1	20866660	20879160	0.99999734	7.2e-07	1.94e-06
21	20850000	20900000	NA06994	1	20866660	20879160	0.99999734	7.2e-07	1.94e-06
21	20860000	20910000	NA06994	1	20866660	20879160	0.99999734	7.2e-07	1.94e-06
21	20900000	20950000	NA06994	2	20903432	20921047	0.99999869	4.1e-07	9e-07
21	21750000	21800000	NA06994	2	21782589	21795214	0.99999946	1.4e-07	4.1e-07
21	21760000	21810000	NA06994	2	21782589	21805444	0.99999908	3.6e-07	5.6e-07
21	22230000	22280000	NA06994	1	22260204	22278760	0.99999711	8.4e-07	2.05e-06
21	22240000	22290000	NA06994	1	22260204	22278760	0.99999711	8.4e-07	2.05e-06
21	23200000	23250000	NA06994	1	23209673	23221180	0.99999849	3e-07	1.21e-06
21	23200000	23250000	NA06994	2	23209673	23221180	0.99999849	3e-07	1.21e-06
21	23230000	23280000	NA06994	2	23258743	23275528	0.99999851	5.4e-07	9.5e-07
21	23240000	23290000	NA06994	2	23258743	23275528	0.99999851	5.4e-07	9.5e-07
21	23250000	23300000	NA06994	2	23258743	23275528	0.99999851	5.4e-07	9.5e-07
21	23490000	23540000	NA06994	2	23522303	23536325	0.99999076	3.25e-06	5.98e-06
21	23530000	23580000	NA06994	1	23545148	23568143	0.99999706	6.7e-07	2.27e-06
21	23980000	24030000	NA06994	2	24007807	24020318	0.99999833	5e-07	1.16e-06
21	23990000	24040000	NA06994	2	24007807	24020318	0.99999833	5e-07	1.16e-06
21	24610000	24660000	NA06994	2	24616086	24631223	0.99999918	2.6e-07	5.6e-07
21	24670000	24720000	NA06994	2	24695869	24717686	0.99999466	9.9e-07	4.35e-06
21	24750000	24800000	NA06994	2	24751327	24774230	0.99999655	1.1e-06	2.35e-06
21	25020000	25070000	NA06994	2	25052798	25069706	0.99999828	6.2e-07	1.1e-06
21	25060000	25110000	NA06994	2	25060366	25075849	0.99999898	2.4e-07	7.8e-07
21	25390000	25440000	NA06994	2	25415008	25431181	0.9999968	3.3e-07	2.87e-06
21	25590000	25640000	NA06994	1	25619021	25639488	0.99999841	7.1e-07	8.8e-07
21	26220000	26270000	NA06994	2	26223404	26242218	0.99998447	3.88e-06	1.165e-05
21	26290000	26340000	NA06994	1	26317442	26331872	0.99999947	1.5e-07	3.8e-07
21	26300000	26350000	NA06994	1	26317442	26331872	0.99999947	1.5e-07	3.8e-07
21	26310000	26360000	NA06994	1	26317442	26331872	0.99999947	1.5e-07	3.8e-07
21	26760000	26810000	NA06994	2	26780048	26800632	0.99999724	8.3e-07	1.93e-06
21	27290000	27340000	NA06994	1	27310148	27330859	0.99999775	3.2e-07	1.93e-06
21	27300000	27350000	NA06994	1	27310148	27330859	0.99999775	3.2e-07	1.93e-06
21	27310000	27360000	NA06994	1	27310148	27330859	0.99999775	3.2e-07	1.93e-06
21	27480000	27530000	NA06994	2	27494202	27515095	0.99999848	5.7e-07	9.5e-07
21	27870000	27920000	NA06994	2	27896979	27916537	0.9999989	3.2e-07	7.8e-07
21	28110000	28160000	NA06994	1	28146309	28156714	0.99999816	6.3e-07	1.21e-06
21	28330000	28380000	NA06994	1	28352471	28372763	0.99999316	2.16e-06	4.68e-06
21	28380000	28430000	NA06994	1	28387923	28402744	0.999995	1e-06	4e-06
21	28470000	28520000	NA06994	2	28470163	28484671	0.99999898	2.3e-07	7.8e-07
21	28650000	28700000	NA06994	1	28681196	28697929	0.99999951	1.2e-07	3.8e-07
21	28660000	28710000	NA06994	1	28681196	28697929	0.99999951	1.2e-07	3.8e-07
21	28670000	28720000	NA06994	1	28681196	28697929	0.99999951	1.2e-07	3.8e-07
21	28840000	28890000	NA06994	1	28857552	28874275	0.999998	4.2e-07	1.57e-06
21	28850000	28900000	NA06994	2	28868613	28882946	0.99999808	4.1e-07	1.51e-06
21	28860000	28910000	NA06994	2	28868613	28882946	0.99999808	4.1e-07	1.51e-06
21	29200000	29250000	NA06994	2	29227411	29243761	0.99999938	1.9e-07	4.3e-07
21	29230000	29280000	NA06994	2	29232554	29251508	0.99999937	1.5e-07	4.8e-07
21	29260000	29310000	NA06994	1	29262755	29280544	0.99999954	1.3e-07	3.2e-07
21	29770000	29820000	NA06994	2	29804720	29817983	0.9999992	2.1e-07	5.9e-07
21	30260000	30310000	NA06994	2	30268558	30280016	0.99999483	2.68e-06	2.49e-06
21	30330000	30380000	NA06994	2	30364681	30375105	0.99999907	3.5e-07	5.9e-07
21	30490000	30540000	NA06994	2	30527999	30538174	0.99999943	1.6e-07	4.1e-07
21	30700000	30750000	NA06994	2	30736145	30749480	0.99999819	5.3e-07	1.29e-06
21	30710000	30760000	NA06994	2	30736145	30755035	0.99999613	1.35e-06	2.53e-06
21	30720000	30770000	NA06994	2	30736145	30755035	0.99999613	1.35e-06	2.53e-06
21	30730000	30780000	NA06994	2	30736145	30755035	0.99999613	1.35e-06	2.53e-06
21	30740000	30790000	NA06994	2	30741454	30755035	0.99998829	5.57e-06	6.13e-06
21	31170000	31220000	NA06994	2	31197028	31217962	0.99999718	8.1e-07	2.01e-06
21	31190000	31240000	NA06994	2	31197028	31217962	0.99999718	8.1e-07	2.01e-06
21	31220000	31270000	NA06994	2	31254103	31265614	0.99999542	7.9e-07	3.79e-06
21	31230000	31280000	NA06994	2	31254103	31265614	0.99999542	7.9e-07	3.79e-06
21	31240000	31290000	NA06994	2	31254103	31265614	0.99999542	7.9e-07	3.79e-06
21	33160000	33210000	NA06994	1	33161196	33172611	0.99999889	3.2e-07	7.9e-07
21	33410000	33460000	NA06994	1	33424354	33436681	0.99999849	3.4e-07	1.18e-06
21	33440000	33490000	NA06994	1	33467976	33478686	0.99999861	3.9e-07	1.01e-06
21	33640000	33690000	NA06994	2	33671671	33687625	0.99999909	2.9e-07	6.2e-07
21	33650000	33700000	NA06994	2	33671671	33687625	0.99999909	2.9e-07	6.2e-07
21	33660000	33710000	NA06994	2	33671671	33687625	0.99999909	2.9e-07	6.2e-07
21	33820000	33870000	NA06994	2	33848907	33868796	0.99999636	7.9e-07	2.85e-06
21	34100000	34150000	NA06994	1	34121970	34135217	0.9999986	3.7e-07	1.03e-06
21	34120000	34170000	NA06994	1	34121970	34135217	0.9999986	3.7e-07	1.03e-06
21	34270000	34320000	NA06994	1	34291496	34309568	0.99999831	5.2e-07	1.17e-06
21	34290000	34340000	NA06994	2	34294094	34314821	0.99999792	6.4e-07	1.44e-06
21	34430000	34480000	NA06994	1	34444674	34468489	0.99999821	5.4e-07	1.25e-06
21	34470000	34520000	NA06994	1	34480248	34503182	0.99999861	4.1e-07	9.9e-07
21	34570000	34620000	NA06994	2	34572466	34587897	0.99999656	1.31e-06	2.12e-06
21	34800000	34850000	NA06994	2	34834727	34848132	0.99999949	1.6e-07	3.6e-07
21	34810000	34860000	NA06994	2	34834727	34859697	0.9999996	1.2e-07	2.8e-07
21	34830000	34880000	NA06994	1	34834727	34849179	0.99999955	1.2e-07	3.3e-07
21	34840000	34890000	NA06994	2	34841869	34862843	0.99999957	1e-07	3.2e-07
21	34890000	34940000	NA06994	2	34892609	34905942	0.99999739	6.4e-07	1.97e-06
21	35230000	35280000	NA06994	2	35259908	35277080	0.99999665	1.82e-06	1.53e-06
21	35410000	35460000	NA06994	1	35429836	35449724	0.99999761	8.5e-07	1.54e-06
21	35820000	35870000	NA06994	2	35831628	35852047	0.99999948	1.3e-07	3.9e-07
21	35830000	35880000	NA06994	2	35831628	35852047	0.99999948	1.3e-07	3.9e-07
21	36290000	36340000	NA06994	2	36293261	36313618	0.99999949	1.3e-07	3.8e-07
21	36440000	36490000	NA06994	1	36467830	36488822	0.99997875	1.08e-05	1.045e-05
21	36470000	36520000	NA06994	2	36500947	36511081	0.99999806	6.2e-07	1.31e-06
21	36500000	36550000	NA06994	1	36500101	36520022	0.99997274	1.261e-05	1.465e-05
21	36840000	36890000	NA06994	1	36842070	36859422	0.99999365	2.23e-06	4.12e-06
21	36950000	37000000	NA06994	1	36965104	36981619	0.99999771	7.1e-07	1.58e-06
21	37020000	37070000	NA06994	1	37025243	37041529	0.99999655	1.39e-06	2.06e-06
21	37030000	37080000	NA06994	1	37031102	37046252	0.99999784	6.6e-07	1.49e-06
21	37050000	37100000	NA06994	2	37052768	37071133	0.99999917	3.1e-07	5.2e-07
21	37360000	37410000	NA06994	2	37380337	37395798	0.99999911	2e-07	6.9e-07
21	37370000	37420000	NA06994	2	37380337	37395798	0.99999911	2e-07	6.9e-07
21	37380000	37430000	NA06994	2	37380337	37395798	0.99999911	2e-07	6.9e-07
21	37490000	37540000	NA06994	1	37506718	37517349	0.99999925	2.1e-07	5.3e-07
21	37500000	37550000	NA06994	1	37506718	37517349	0.99999925	2.1e-07	5.3e-07
21	37570000	37620000	NA06994	1	37570073	37587897	0.99999711	9.4e-07	1.95e-06
21	38170000	38220000	NA06994	1	38170435	38182852	0.99999786	4.7e-07	1.67e-06
21	38560000	38610000	NA06994	1	38594217	38609051	0.99999227	2.24e-06	5.49e-06
21	38640000	38690000	NA06994	1	38641390	38652749	0.99999235	2.43e-06	5.22e-06
21	38680000	38730000	NA06994	2	38686723	38702509	0.99999938	1.4e-07	4.8e-07
21	39090000	39140000	NA06994	2	39117074	39135487	0.99999887	3.6e-07	7.7e-07
21	39100000	39150000	NA06994	2	39117074	39135487	0.99999887	3.6e-07	7.7e-07
21	39120000	39170000	NA06994	2	39120362	39135487	0.99999914	2.7e-07	5.9e-07
21	39180000	39230000	NA06994	1	39205460	39222120	0.99999654	5.5e-07	2.92e-06
21	39780000	39830000	NA06994	2	39805646	39818923	0.99999947	1.3e-07	4e-07
21	39790000	39840000	NA06994	2	39805646	39818923	0.99999947	1.3e-07	4e-07
21	39800000	39850000	NA06994	2	39805646	39818923	0.99999947	1.3e-07	4e-07
21	39950000	40000000	NA06994	2	39960483	39983251	0.99999957	1.3e-07	3e-07
21	41290000	41340000	NA06994	2	41290174	41301355	0.99999762	6.7e-07	1.7e-06
21	41410000	41460000	NA06994	1	41434018	41450509	0.99999796	3.9e-07	1.65e-06
21	41990000	42040000	NA06994	2	42027045	42038174	0.99999629	1.52e-06	2.19e-06
21	42070000	42120000	NA06994	2	42079148	42097448	0.99998863	3.43e-06	7.94e-06
21	42110000	42160000	NA06994	2	42147585	42158559	0.99999884	4.1e-07	7.6e-07
21	42170000	42220000	NA06994	2	42189001	42201145	0.99998482	8.46e-06	6.72e-06
21	42180000	42230000	NA06994	2	42189001	42201145	0.99998482	8.46e-06	6.72e-06
21	43000000	43050000	NA06994	1	43036969	43049443	0.99999938	2.1e-07	4.2e-07
21	43010000	43060000	NA06994	1	43036969	43056925	0.99999933	2.3e-07	4.5e-07
21	43050000	43100000	NA06994	2	43055165	43073076	0.99999857	5.4e-07	8.9e-07
21	43210000	43260000	NA06994	2	43211649	43227632	0.99999652	8.7e-07	2.61e-06
21	43230000	43280000	NA06994	2	43262277	43277105	0.99999586	8.7e-07	3.27e-06
21	43270000	43320000	NA06994	2	43271079	43282436	0.99999795	5e-07	1.55e-06
21	43350000	43400000	NA06994	2	43356683	43372219	0.9999989	3.1e-07	7.9e-07
21	44160000	44210000	NA06994	2	44176173	44189879	0.99999934	1.8e-07	4.8e-07
21	44170000	44220000	NA06994	2	44176173	44189879	0.99999934	1.8e-07	4.8e-07
21	44460000	44510000	NA06994	1	44475218	44496941	0.99999918	2.5e-07	5.7e-07
21	44470000	44520000	NA06994	1	44475218	44496941	0.99999918	2.5e-07	5.7e-07
21	45490000	45540000	NA06994	2	45528919	45539426	0.99999866	2.6e-07	1.08e-06
21	46220000	46270000	NA06994	2	46220161	46242632	0.99999588	5.1e-07	3.6e-06
21	46280000	46330000	NA06994	2	46307047	46329861	0.99999374	3.56e-06	2.7e-06
21	46310000	46360000	NA06994	2	46322007	46333873	0.99999131	3.17e-06	5.53e-06
21	46990000	47040000	NA06994	1	47016967	47029775	0.99999185	2.95e-06	5.2e-06
21	47330000	47380000	NA06994	2	47334140	47344855	0.99999711	4.4e-07	2.45e-06
21	47360000	47410000	NA06994	2	47391543	47405598	0.99999706	1.25e-06	1.69e-06
21	47410000	47460000	NA06994	2	47423576	47433988	0.99999599	9.5e-07	3.06e-06
21	47440000	47490000	NA06994	2	47464556	47475118	0.9999991	2.8e-07	6.2e-07
21	47490000	47540000	NA06994	1	47517772	47532544	0.99999713	9.8e-07	1.89e-06
21	47830000	47880000	NA06994	2	47843923	47860764	0.9999994	1.8e-07	4.3e-07
21	47870000	47920000	NA06994	1	47874054	47888145	0.99999612	1.07e-06	2.81e-06
21	47930000	47980000	NA06994	1	47952364	47962836	0.99999813	6.7e-07	1.2e-06
21	47940000	47990000	NA06994	1	47952364	47962836	0.99999813	6.7e-07	1.2e-06
21	10850000	10900000	NA07000	2	10879411	10892734	0.99999918	2.7e-07	5.5e-07
21	15360000	15410000	NA07000	2	15378363	15402260	0.99999918	1.6e-07	6.6e-07
21	15800000	15850000	NA07000	2	15802997	15815970	0.99999469	1.76e-06	3.55e-06
21	16180000	16230000	NA07000	1	16206622	16220419	0.99999907	2.8e-07	6.6e-07
21	16190000	16240000	NA07000	1	16206622	16220419	0.99999907	2.8e-07	6.6e-07
21	17490000	17540000	NA07000	1	17522844	17535201	0.99999922	2e-07	5.9e-07
21	17530000	17580000	NA07000	1	17531295	17544064	0.99999856	3.2e-07	1.12e-06
21	17620000	17670000	NA07000	2	17645698	17668532	0.9999989	2.5e-07	8.5e-07
21	17630000	17680000	NA07000	2	17645698	17668532	0.9999989	2.5e-07	8.5e-07
21	17770000	17820000	NA07000	2	17773351	17786964	0.99998265	8.82e-06	8.53e-06
21	18060000	18110000	NA07000	1	18092550	18104699	0.99999846	4.4e-07	1.1e-06
21	18730000	18780000	NA07000	1	18749179	18768996	0.99999699	8.4e-07	2.17e-06
21	18750000	18800000	NA07000	2	18764496	18782304	0.99999932	1.6e-07	5.2e-07
21	18940000	18990000	NA07000	2	18942223	18958380	0.9999992	2e-07	5.9e-07
21	18950000	19000000	NA07000	1	18973620	18998616	0.99999796	8.1e-07	1.23e-06
21	19190000	19240000	NA07000	2	19222482	19236572	0.99999675	1.16e-06	2.09e-06
21	19290000	19340000	NA07000	2	19290109	19309916	0.99999653	1.27e-06	2.2e-06
21	19450000	19500000	NA07000	1	19462218	19487046	0.99999687	4.8e-07	2.66e-06
21	20070000	20120000	NA07000	2	20106101	20117706	0.99999871	3.2e-07	9.7e-07
21	20260000	20310000	NA07000	2	20263331	20283848	0.99999532	8.9e-07	3.8e-06
21	20330000	20380000	NA07000	1	20359690	20376837	0.99997558	7.95e-06	1.647e-05
21	20460000	20510000	NA07000	1	20472631	20492202	0.99999864	4.6e-07	9e-07
21	20810000	20860000	NA07000	1	20815680	20837417	0.99999889	3.3e-07	7.8e-07
21	21210000	21260000	NA07000	1	21246361	21257524	0.99999809	5.7e-07	1.34e-06
